Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
119110-12531,D,Denver,Denver Broncos,Broncos,10.11111111,18,4800,TEN@DEN,DEN,TEN,,,,,,DEF
119110-93538,WR,Dyami,Dyami Brown,Brown,4.794444614,18,4800,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-38264,WR,Demarcus,Demarcus Robinson,Robinson,6.299999839,19,4800,SF@SEA,SF,SEA,IR,Suspension,,,,WR/FLEX
119110-66008,WR,Diontae,Diontae Johnson,Johnson,6.441666921,12,4800,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-114198,WR,Xavier,Xavier Legette,Legette,6.706666565,15,4800,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-89644,RB,Isaac,Isaac Guerendo,Guerendo,5.779999797,15,4800,SF@SEA,SF,SEA,,,,,,RB/FLEX
119110-25267,WR,Mack,Mack Hollins,Hollins,5.378947208,19,4800,LV@NE,NE,LV,,,,,,WR/FLEX
119110-70422,WR,Kalif,Kalif Raymond,Raymond,4.092307751,13,4800,DET@GB,DET,GB,,,,,,WR/FLEX
119110-92976,WR,Tutu,Tutu Atwell,Atwell,5.012499809,16,4800,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-29501,WR,Brandin,Brandin Cooks,Cooks,5.659999847,10,4800,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-120657,RB,Kendre,Kendre Miller,Miller,4.433333397,6,4800,ARI@NO,NO,ARI,,,,,,RB/FLEX
119110-27477,WR,Sterling,Sterling Shepard,Shepard,4.946154081,13,4800,TB@ATL,TB,ATL,,,,,,WR/FLEX
119110-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,9.438461304,13,4800,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-119697,RB,MarShawn,MarShawn Lloyd,Lloyd,2.299999952,1,4800,DET@GB,GB,DET,Q,Hamstring,,,,RB/FLEX
119110-70603,RB,Devin,Devin Singletary,Singletary,5.739999898,15,4800,NYG@WAS,NYG,WAS,,,,,,RB/FLEX
119110-29685,WR,Robert,Robert Woods,Woods,2.1,15,4800,PIT@NYJ,PIT,NYJ,,,,,,WR/FLEX
119110-152647,RB,TreVeyon,TreVeyon Henderson,Henderson,,0,4700,LV@NE,NE,LV,,,,,,RB/FLEX
119110-151789,WR,Adonai,Adonai Mitchell,Mitchell,2.485882254,17,4700,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-111876,WR,DeMario,DeMario Douglas,Douglas,7.168749809,16,4700,LV@NE,NE,LV,,,,,,WR/FLEX
119110-12552,D,Washington,Washington Commanders,Commanders,5.5,20,4700,NYG@WAS,WAS,NYG,,,,,,DEF
119110-64808,TE,Juwan,Juwan Johnson,Johnson,6.520000203,15,4700,ARI@NO,NO,ARI,,,,,,TE/FLEX
119110-63819,WR,Darius,Darius Slayton,Slayton,6.433333333,15,4700,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-93539,RB,Michael,Michael Carter,Carter,10.09999975,3,4700,ARI@NO,ARI,NO,,,,,,RB/FLEX
119110-87432,WR,Cedric,Cedric Tillman,Tillman,7.322222392,9,4700,CIN@CLE,CLE,CIN,Q,Thumb,,,,WR/FLEX
119110-25011,TE,Darren,Darren Waller,Waller,7.266666412,12,4700,MIA@IND,MIA,IND,,,,,,TE/FLEX
119110-157150,RB,Audric,Audric Estime,Estime,3.553846213,13,4700,TEN@DEN,DEN,TEN,,,,,,RB/FLEX
119110-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,6.441176471,17,4700,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-172699,TE,Harold,Harold Fannin Jr.,Fannin Jr.,,0,4700,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
119110-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,6,13,4700,SF@SEA,SEA,SF,,,,,,WR/FLEX
119110-137967,RB,Blake,Blake Corum,Corum,2.142857143,14,4700,HOU@LAR,LAR,HOU,,,,,,RB/FLEX
119110-119653,WR,Kayshon,Kayshon Boutte,Boutte,6.893333435,15,4700,LV@NE,NE,LV,,,,,,WR/FLEX
119110-183240,RB,Cam,Cam Skattebo,Skattebo,,0,4700,NYG@WAS,NYG,WAS,,,,,,RB/FLEX
119110-103547,WR,Luke,Luke McCaffrey,McCaffrey,1.719999949,15,4600,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-52451,RB,Samaje,Samaje Perine,Perine,3.520000076,20,4600,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
119110-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,8.111111111,18,4600,PIT@NYJ,PIT,NYJ,,,,,,DEF
119110-154971,RB,Devin,Devin Neal,Neal,,0,4600,ARI@NO,NO,ARI,Q,Hamstring,,,,RB/FLEX
119110-151903,WR,Troy,Troy Franklin,Franklin,3.852941176,17,4600,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-174486,RB,Dylan,Dylan Sampson,Sampson,,0,4600,CIN@CLE,CLE,CIN,,,,,,RB/FLEX
119110-185861,RB,Emanuel,Emanuel Wilson,Wilson,5.216666751,18,4600,DET@GB,GB,DET,,,,,,RB/FLEX
119110-128810,TE,Theo,Theo Johnson,Johnson,5.359999847,10,4600,NYG@WAS,NYG,WAS,,,,,,TE/FLEX
119110-160620,RB,Bhayshul,Bhayshul Tuten,Tuten,,0,4600,CAR@JAC,JAC,CAR,,,,,,RB/FLEX
119110-86055,RB,Dameon,Dameon Pierce,Pierce,4,12,4500,HOU@LAR,HOU,LAR,,,,,,RB/FLEX
119110-64581,WR,Van,Van Jefferson,Jefferson,3.893749952,16,4500,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-105648,RB,Tyler,Tyler Goodson,Goodson,3.241666794,12,4500,MIA@IND,IND,MIA,Q,Elbow,,,,RB/FLEX
119110-40126,TE,Austin,Austin Hooper,Hooper,5.064705793,17,4500,LV@NE,NE,LV,,,,,,TE/FLEX
119110-12528,D,Cincinnati,Cincinnati Bengals,Bengals,6.117647059,17,4500,CIN@CLE,CIN,CLE,,,,,,DEF
119110-158983,TE,Ja'Tavion,Ja'Tavion Sanders,Sanders,3.780000051,15,4500,CAR@JAC,CAR,JAC,,,,,,TE/FLEX
119110-69956,WR,Michael,Michael Gallup,Gallup,4.947058734,17,4500,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-80289,WR,Kendrick,Kendrick Bourne,Bourne,4.258333206,12,4500,LV@NE,NE,LV,Q,Lower leg,,,,WR/FLEX
119110-56809,WR,Allen,Allen Lazard,Lazard,9.208333333,12,4500,PIT@NYJ,NYJ,PIT,Q,Shoulder,,,,WR/FLEX
119110-160306,RB,Pierre,Pierre Strong Jr.,Strong Jr.,2.350000064,12,4500,CIN@CLE,CLE,CIN,,,,,,RB/FLEX
119110-147051,RB,Jaleel,Jaleel McLaughlin,McLaughlin,5.029411765,17,4500,TEN@DEN,DEN,TEN,,,,,,RB/FLEX
119110-52917,WR,DJ,DJ Chark,Chark,2.520000076,5,4500,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-152258,TE,Elijah,Elijah Arroyo,Arroyo,,0,4500,SF@SEA,SEA,SF,,,,,,TE/FLEX
119110-110274,WR,Bub,Bub Means,Means,5.574999809,4,4500,ARI@NO,NO,ARI,IR,Lower leg,,,,WR/FLEX
119110-72412,RB,Khalil,Khalil Herbert,Herbert,2.208333333,12,4500,MIA@IND,IND,MIA,Q,Undisclosed,,,,RB/FLEX
119110-138998,TE,Michael,Michael Mayer,Mayer,2.372727307,11,4500,LV@NE,LV,NE,,,,,,TE/FLEX
119110-103195,WR,Jordan,Jordan Whittington,Whittington,2.880000051,15,4500,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-114469,WR,Tyrone,Tyrone Broden,Broden,,0,4500,SF@SEA,SEA,SF,,,,,,WR/FLEX
119110-201547,WR,Jalen,Jalen Coker,Coker,6.629999797,12,4500,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-139094,WR,Jalin,Jalin Hyatt,Hyatt,0.92727271,11,4500,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-72627,RB,Patrick,Patrick Taylor Jr.,Taylor Jr.,6.259999847,5,4500,SF@SEA,SF,SEA,IR,Shoulder,,,,RB/FLEX
119110-69558,WR,Greg,Greg Dortch,Dortch,4.223529591,17,4500,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-128986,WR,Jaylin,Jaylin Lane,Lane,,0,4500,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-104424,RB,Craig,Craig Reynolds,Reynolds,2.424999952,8,4500,DET@GB,DET,GB,,,,,,RB/FLEX
119110-151741,WR,Jack,Jack Bech,Bech,,0,4400,LV@NE,LV,NE,,,,,,WR/FLEX
119110-90307,TE,Daniel,Daniel Bellinger,Bellinger,2.4375,8,4400,NYG@WAS,NYG,WAS,,,,,,TE/FLEX
119110-170184,RB,Julius,Julius Chestnut,Chestnut,1.230000019,10,4400,TEN@DEN,TEN,DEN,,,,,,RB/FLEX
119110-12549,D,San Francisco,San Francisco 49ers,49ers,5,17,4400,SF@SEA,SF,SEA,,,,,,DEF
119110-133478,WR,Arian,Arian Smith,Smith,,0,4400,PIT@NYJ,NYJ,PIT,,,,,,WR/FLEX
119110-151909,WR,Dont'e,Dont'e Thornton Jr.,Thornton Jr.,,0,4400,LV@NE,LV,NE,,,,,,WR/FLEX
119110-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,3.485714231,14,4400,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-110974,WR,Malik,Malik Washington,Washington,3.215384557,13,4400,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-155293,RB,DJ,DJ Giddens,Giddens,,0,4400,MIA@IND,IND,MIA,,,,,,RB/FLEX
119110-157438,WR,Jimmy,Jimmy Horn Jr.,Horn Jr.,,0,4400,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,2.995238168,21,4400,PIT@NYJ,PIT,NYJ,,,,,,RB/FLEX
119110-137059,RB,Sean,Sean Tucker,Tucker,4.799999782,14,4400,TB@ATL,TB,ATL,,,,,,RB/FLEX
119110-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,3.630908966,11,4400,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-91101,TE,Tommy,Tommy Tremble,Tremble,4.490000153,10,4400,CAR@JAC,CAR,JAC,Q,Back,,,,TE/FLEX
119110-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,1.694117602,17,4400,HOU@LAR,HOU,LAR,,,,,,WR/FLEX
119110-87127,RB,Chris,Chris Rodriguez Jr.,Rodriguez Jr.,5.166666667,6,4300,NYG@WAS,WAS,NYG,,,,,,RB/FLEX
119110-129112,WR,Chimere,Chimere Dike,Dike,,0,4300,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-183488,WR,Isaac,Isaac TeSlaa,TeSlaa,,0,4300,DET@GB,DET,GB,,,,,,WR/FLEX
119110-166112,RB,Ollie,Ollie Gordon II,Gordon II,,0,4300,MIA@IND,MIA,IND,,,,,,RB/FLEX
119110-12539,D,Miami,Miami Dolphins,Dolphins,4.941176471,17,4300,MIA@IND,MIA,IND,,,,,,DEF
119110-60712,TE,Foster,Foster Moreau,Moreau,5.820000203,15,4300,ARI@NO,NO,ARI,NA,Knee,,,,TE/FLEX
119110-103966,TE,Stone,Stone Smartt,Smartt,3.82857132,7,4300,PIT@NYJ,NYJ,PIT,,,,,,TE/FLEX
119110-152103,RB,Jaylen,Jaylen Wright,Wright,1.938461597,13,4300,MIA@IND,MIA,IND,Q,Undisclosed,,,,RB/FLEX
119110-57986,WR,Hunter,Hunter Renfrow,Renfrow,2.769230769,13,4300,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-110230,RB,Kenny,Kenny McIntosh,McIntosh,2.32222218,9,4300,SF@SEA,SEA,SF,IR,Knee - acl,,,,RB/FLEX
119110-71352,WR,Mecole,Mecole Hardman,Hardman,2.092307751,13,4300,DET@GB,GB,DET,,,,,,WR/FLEX
119110-61273,WR,Scotty,Scotty Miller,Miller,1.879999924,5,4300,PIT@NYJ,PIT,NYJ,,,,,,WR/FLEX
119110-137122,RB,Tahj,Tahj Brooks,Brooks,,0,4300,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
119110-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,2.6875,8,4300,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-111637,TE,Cade,Cade Stover,Stover,2.257142884,14,4200,HOU@LAR,HOU,LAR,,,,,,TE/FLEX
119110-79987,WR,David,David Moore,Moore,4.935714177,14,4200,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-83083,WR,Justin,Justin Watson,Watson,3.288235384,17,4200,HOU@LAR,HOU,LAR,,,,,,WR/FLEX
119110-95370,TE,Ryan,Ryan Miller,Miller,3.849999905,8,4200,TB@ATL,TB,ATL,,,,,,TE/FLEX
119110-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,2.688888974,18,4200,HOU@LAR,HOU,LAR,,,,,,RB/FLEX
119110-83117,TE,Tanner,Tanner Hudson,Hudson,3.222222222,9,4200,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
119110-83138,TE,Ross,Ross Dwelley,Dwelley,1,1,4200,SF@SEA,SF,SEA,,,,,,TE/FLEX
119110-93391,TE,Payne,Payne Durham,Durham,5.8,5,4200,TB@ATL,TB,ATL,,,,,,TE/FLEX
119110-166106,RB,Damien,Damien Martinez,Martinez,,0,4200,SF@SEA,SEA,SF,,,,,,RB/FLEX
119110-12546,D,Arizona,Arizona Cardinals,Cardinals,5.941176471,17,4200,ARI@NO,ARI,NO,,,,,,DEF
119110-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,4.520000076,5,4200,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-56648,RB,Jeremy,Jeremy McNichols,McNichols,3.776470409,17,4200,NYG@WAS,WAS,NYG,,,,,,RB/FLEX
119110-41305,WR,Zay,Zay Jones,Jones,1.771428517,7,4200,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-133477,TE,Darnell,Darnell Washington,Washington,2.635714395,14,4200,PIT@NYJ,PIT,NYJ,,,,,,TE/FLEX
119110-151915,TE,Terrance,Terrance Ferguson,Ferguson,,0,4200,HOU@LAR,LAR,HOU,,,,,,TE/FLEX
119110-133484,WR,Jermaine,Jermaine Burton,Burton,1.587499976,8,4200,CIN@CLE,CIN,CLE,Q,Undisclosed,,,,WR/FLEX
119110-56711,TE,Drew,Drew Sample,Sample,2.409090909,11,4200,CIN@CLE,CIN,CLE,Q,Undisclosed,,,,TE/FLEX
119110-64905,WR,Trenton,Trenton Irwin,Irwin,0.5,6,4200,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-113096,WR,Xavier,Xavier Smith,Smith,0.324999988,16,4200,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-160213,RB,Isaiah,Isaiah Davis,Davis,3.450000127,12,4200,PIT@NYJ,NYJ,PIT,Q,Ankle,,,,RB/FLEX
119110-73176,TE,Luke,Luke Farrell,Farrell,1.269999981,10,4200,SF@SEA,SF,SEA,,,,,,TE/FLEX
119110-89588,TE,Colby,Colby Parkinson,Parkinson,3.564705793,17,4200,HOU@LAR,LAR,HOU,,,,,,TE/FLEX
119110-102902,WR,Trey,Trey Palmer,Palmer,2.08571434,14,4200,TB@ATL,TB,ATL,Q,Hamstring,,,,WR/FLEX
119110-129560,WR,Xavier,Xavier Restrepo,Restrepo,,0,4200,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-113228,TE,Luke,Luke Musgrave,Musgrave,1.142857143,7,4200,DET@GB,GB,DET,,,,,,TE/FLEX
119110-172646,RB,Trevor,Trevor Etienne,Etienne,,0,4200,CAR@JAC,CAR,JAC,,,,,,RB/FLEX
119110-147049,TE,Drew,Drew Ogletree,Ogletree,1.945454511,11,4200,MIA@IND,IND,MIA,,,,,,TE/FLEX
119110-104054,RB,Sincere,Sincere McCormick,McCormick,6.050000191,4,4200,LV@NE,LV,NE,,,,,,RB/FLEX
119110-71351,TE,Charlie,Charlie Woerner,Woerner,1.012500048,8,4200,TB@ATL,ATL,TB,,,,,,TE/FLEX
119110-137953,TE,AJ,AJ Barner,Barner,4.535714286,14,4200,SF@SEA,SEA,SF,,,,,,TE/FLEX
119110-120642,WR,Savion,Savion Williams,Williams,,0,4200,DET@GB,GB,DET,Q,Hamstring,,,,WR/FLEX
119110-94087,RB,DeeJay,DeeJay Dallas,Dallas,1.5,13,4200,ARI@NO,ARI,NO,,,,,,RB/FLEX
119110-89997,WR,Michael,Michael Woods II,Woods II,2,5,4200,CIN@CLE,CLE,CIN,Q,Hand,,,,WR/FLEX
119110-94094,TE,Brevin,Brevin Jordan,Jordan,0.850000024,2,4200,HOU@LAR,HOU,LAR,IR,Knee,,,,TE/FLEX
119110-91046,TE,Brock,Brock Wright,Wright,2.85,10,4200,DET@GB,DET,GB,,,,,,TE/FLEX
119110-156596,RB,Jarquez,Jarquez Hunter,Hunter,,0,4200,HOU@LAR,LAR,HOU,,,,,,RB/FLEX
119110-93150,WR,Jake,Jake Bobo,Bobo,2.109090978,11,4200,SF@SEA,SEA,SF,,,,,,WR/FLEX
119110-72705,TE,John,John Bates,Bates,1.153846154,13,4100,NYG@WAS,WAS,NYG,,,,,,TE/FLEX
119110-86075,TE,Lucas,Lucas Krull,Krull,2.116666635,12,4100,TEN@DEN,DEN,TEN,,,,,,TE/FLEX
119110-174148,RB,Carlos,Carlos Washington Jr.,Washington Jr.,,0,4100,TB@ATL,ATL,TB,Q,Hamstring,,,,RB/FLEX
119110-79979,WR,Jamal,Jamal Agnew,Agnew,3.027272658,11,4100,TB@ATL,ATL,TB,Q,Oblique,,,,WR/FLEX
119110-68714,TE,Ko,Ko Kieft,Kieft,0,1,4100,TB@ATL,TB,ATL,,,,,,TE/FLEX
119110-112780,WR,Jamari,Jamari Thrash,Thrash,0.528571435,7,4100,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-53390,WR,Zach,Zach Pascal,Pascal,0,1,4100,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-89230,RB,Cam,Cam Akers,Akers,5.29999991,17,4100,ARI@NO,NO,ARI,,,,,,RB/FLEX
119110-130270,TE,Adam,Adam Trautman,Trautman,2.714285714,14,4100,TEN@DEN,DEN,TEN,,,,,,TE/FLEX
119110-86255,TE,Josh,Josh Whyle,Whyle,3.119999949,15,4100,TEN@DEN,TEN,DEN,,,,,,TE/FLEX
119110-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,5.833333333,18,4100,TB@ATL,TB,ATL,,,,,,DEF
119110-91488,RB,Chris,Chris Brooks,Brooks,3.21666654,12,4100,DET@GB,GB,DET,,,,,,RB/FLEX
119110-56698,WR,Dante,Dante Pettis,Pettis,3.25,8,4100,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-114054,WR,Dalen,Dalen Cambre,Cambre,,0,4100,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-102831,TE,Davis,Davis Allen,Allen,2.099999973,7,4100,HOU@LAR,LAR,HOU,,,,,,TE/FLEX
119110-92590,RB,Raheem,Raheem Blackshear,Blackshear,0.533333333,15,4100,CAR@JAC,CAR,JAC,Q,Ankle,,,,RB/FLEX
119110-40371,TE,Johnny,Johnny Mundt,Mundt,2.821428571,14,4100,CAR@JAC,JAC,CAR,,,,,,TE/FLEX
119110-71105,WR,Ben,Ben Skowronek,Skowronek,1.879999924,5,4100,PIT@NYJ,PIT,NYJ,,,,,,WR/FLEX
119110-185850,TE,Julian,Julian Hill,Hill,1.454545455,11,4100,MIA@IND,MIA,IND,,,,,,TE/FLEX
119110-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,3.435714177,14,4100,SF@SEA,SF,SEA,,,,,,RB/FLEX
119110-102922,WR,Ramel,Ramel Keyton,Keyton,0.400000016,3,4100,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-102986,TE,Elijah,Elijah Higgins,Higgins,2.800000054,14,4100,ARI@NO,ARI,NO,,,,,,TE/FLEX
119110-87634,TE,Blake,Blake Whiteheart,Whiteheart,2.014285769,7,4100,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
119110-88685,WR,Austin,Austin Trammell,Trammell,3,1,4100,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-142042,RB,Trey,Trey Benson,Benson,3.666666667,12,4100,ARI@NO,ARI,NO,,,,,,RB/FLEX
119110-29411,TE,Pharaoh,Pharaoh Brown,Brown,1.0625,8,4100,MIA@IND,MIA,IND,,,,,,TE/FLEX
119110-56059,WR,Trent,Trent Sherfield Sr.,Sherfield Sr.,2.010000038,10,4100,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-86778,TE,Devin,Devin Culp,Culp,3.76666673,3,4100,TB@ATL,TB,ATL,,,,,,TE/FLEX
119110-87815,TE,Jeremy,Jeremy Ruckert,Ruckert,1.5,13,4100,PIT@NYJ,NYJ,PIT,,,,,,TE/FLEX
119110-112455,WR,Xavier,Xavier Gipson,Gipson,0.759999975,15,4100,PIT@NYJ,NYJ,PIT,Q,Shoulder,,,,WR/FLEX
119110-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,2.053846213,13,4100,MIA@IND,IND,MIA,,,,,,TE/FLEX
119110-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0.200000003,2,4000,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-92166,WR,Marcus,Marcus Jones,Jones,0.199999997,14,4000,LV@NE,NE,LV,,,,,,WR/FLEX
119110-90123,TE,Quintin,Quintin Morris,Morris,2.420000076,5,4000,CAR@JAC,JAC,CAR,,,,,,TE/FLEX
119110-96269,RB,Owen,Owen Wright,Wright,0,1,4000,TB@ATL,TB,ATL,,,,,,RB/FLEX
119110-226319,WR,Junior,Junior Bergen,Bergen,,0,4000,SF@SEA,SF,SEA,,,,,,WR/FLEX
119110-156684,RB,Kye,Kye Robichaux,Robichaux,,0,4000,DET@GB,DET,GB,IR,Undisclosed,,,,RB/FLEX
119110-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,0.699999988,1,4000,HOU@LAR,HOU,LAR,,,,,,TE/FLEX
119110-200725,WR,Dymere,Dymere Miller,Miller,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,WR/FLEX
119110-110617,WR,Isaiah,Isaiah Neyor,Neyor,,0,4000,DET@GB,GB,DET,,,,,,WR/FLEX
119110-110616,TE,Treyton,Treyton Welch,Welch,,0,4000,ARI@NO,NO,ARI,,,,,,TE/FLEX
119110-154661,WR,Michael,Michael Bandy,Bandy,,0,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-88109,RB,Gary,Gary Brightwell,Brightwell,0,1,4000,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
119110-137265,TE,Ben,Ben Sinnott,Sinnott,2.350000064,6,4000,NYG@WAS,WAS,NYG,,,,,,TE/FLEX
119110-152628,TE,Thomas,Thomas Fidone II,Fidone II,,0,4000,NYG@WAS,NYG,WAS,,,,,,TE/FLEX
119110-129081,RB,Ahmani,Ahmani Marshall,Marshall,,0,4000,CIN@CLE,CLE,CIN,,,,,,RB/FLEX
119110-87109,WR,Bryce,Bryce Oliver,Oliver,2.083333333,6,4000,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-165962,TE,Nikola,Nikola Kalinic,Kalinic,,0,4000,TB@ATL,ATL,TB,,,,,,TE/FLEX
119110-112715,WR,Joshua,Joshua Cephus,Cephus,,0,4000,CAR@JAC,JAC,CAR,IR,Undisclosed,,,,WR/FLEX
119110-170056,WR,Dee,Dee Williams,Williams,-0.5,12,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-87117,TE,Brenden,Brenden Bates,Bates,0,1,4000,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
119110-112717,TE,Oscar,Oscar Cardenas,Cardenas,,0,4000,ARI@NO,ARI,NO,,,,,,TE/FLEX
119110-103506,TE,Nick,Nick Kallerup,Kallerup,,0,4000,SF@SEA,SEA,SF,,,,,,TE/FLEX
119110-112731,RB,Kay'Ron,Kay'Ron Lynch-Adams,Lynch-Adams,,0,4000,CAR@JAC,CAR,JAC,,,,,,RB/FLEX
119110-146527,WR,Kisean,Kisean Johnson,Johnson,,0,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,0.4,15,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-89185,TE,Ben,Ben Sims,Sims,1.239999962,5,4000,DET@GB,GB,DET,,,,,,TE/FLEX
119110-114787,RB,Terrell,Terrell Jennings,Jennings,1.649999976,2,4000,LV@NE,NE,LV,,,,,,RB/FLEX
119110-68708,TE,Seth,Seth Green,Green,,0,4000,ARI@NO,NO,ARI,,,,,,TE/FLEX
119110-169067,TE,Bryce,Bryce Pierre,Pierre,,0,4000,CAR@JAC,CAR,JAC,,,,,,TE/FLEX
119110-86125,WR,Brandon,Brandon Smith,Smith,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,WR/FLEX
119110-79980,TE,Eric,Eric Saubert,Saubert,2.650000095,8,4000,SF@SEA,SEA,SF,,,,,,TE/FLEX
119110-61555,WR,David,David Sills V,Sills V,,0,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-46200,TE,Daniel,Daniel Brunskill,Brunskill,0,1,4000,MIA@IND,MIA,IND,,,,,,TE/FLEX
119110-64634,WR,Alex,Alex Bachman,Bachman,4.599999905,1,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-129147,WR,John,John Saunders Jr.,Saunders Jr.,,0,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-68730,TE,Sean,Sean McKeon,McKeon,0,4,4000,MIA@IND,IND,MIA,,,,,,TE/FLEX
119110-104577,WR,Gunner,Gunner Olszewski,Olszewski,0.25,10,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-155781,WR,Jacolby,Jacolby George,George,,0,4000,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-94345,TE,Cole,Cole Turner,Turner,2.1875,8,4000,NYG@WAS,WAS,NYG,,,,,,TE/FLEX
119110-168076,RB,Sione,Sione Vaki,Vaki,1.319999981,5,4000,DET@GB,DET,GB,,,,,,RB/FLEX
119110-152717,WR,Beaux,Beaux Collins,Collins,,0,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-143509,TE,Caleb,Caleb Lohner,Lohner,,0,4000,TEN@DEN,DEN,TEN,,,,,,TE/FLEX
119110-54426,TE,Andrew,Andrew Beck,Beck,0,2,4000,PIT@NYJ,NYJ,PIT,,,,,,TE/FLEX
119110-63646,TE,Lawrence,Lawrence Cager,Cager,2.320000076,5,4000,NYG@WAS,WAS,NYG,,,,,,TE/FLEX
119110-86178,TE,Dominique,Dominique Dafney,Dafney,,0,4000,CAR@JAC,CAR,JAC,,,,,,TE/FLEX
119110-62628,WR,DeAndre,DeAndre Carter,Carter,0.808333317,12,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-92331,TE,Johnny,Johnny Lumpkin,Lumpkin,,0,4000,DET@GB,GB,DET,,,,,,TE/FLEX
119110-151726,TE,Robbie,Robbie Ouzts,Ouzts,,0,4000,SF@SEA,SEA,SF,,,,,,TE/FLEX
