Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
119110-201903,WR,Coleman,Coleman Owen,Owen,,0,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-153779,WR,Jordan,Jordan Bly,Bly,,0,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-89270,WR,Ontaria,Ontaria Wilson,Wilson,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,WR/FLEX
119110-52409,RB,Jakob,Jakob Johnson,Johnson,0.566666683,3,4000,HOU@LAR,HOU,LAR,,,,,,RB/FLEX
119110-86203,WR,Justin,Justin Shorter,Shorter,0,1,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-151740,RB,Corey,Corey Kiner,Kiner,,0,4000,SF@SEA,SF,SEA,IR,Ankle,,,,RB/FLEX
119110-131266,RB,Lan,Lan Larison,Larison,,0,4000,LV@NE,NE,LV,IR,Foot,,,,RB/FLEX
119110-129219,RB,Israel,Israel Abanikanda,Abanikanda,1.828571456,7,4000,DET@GB,GB,DET,,,,,,RB/FLEX
119110-94409,RB,Toa,Toa Taua,Taua,,0,4000,CIN@CLE,CLE,CIN,,,,,,RB/FLEX
119110-200907,WR,Jamoi,Jamoi Mayes,Mayes,,0,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-149710,WR,Mike,Mike Strachan,Strachan,2.5,2,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-69836,WR,Collin,Collin Johnson,Johnson,0.366666675,3,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-166095,RB,Cody,Cody Schrader,Schrader,0.466666659,3,4000,HOU@LAR,LAR,HOU,,,,,,RB/FLEX
119110-170188,TE,Tanner,Tanner Conner,Conner,1.549999952,2,4000,MIA@IND,MIA,IND,,,,,,TE/FLEX
119110-104661,TE,Patrick,Patrick Herbert,Herbert,,0,4000,CAR@JAC,JAC,CAR,,,,,,TE/FLEX
119110-135382,RB,Jalen,Jalen White,White,,0,4000,DET@GB,GB,DET,Q,Foot,,,,RB/FLEX
119110-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,0,2,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-226526,RB,Marcus,Marcus Yarns,Yarns,,0,4000,ARI@NO,NO,ARI,,,,,,RB/FLEX
119110-95455,WR,D.J.,D.J. Montgomery,Montgomery,6.550000191,2,4000,MIA@IND,IND,MIA,IR,Undisclosed,,,,WR/FLEX
119110-226525,WR,Chandler,Chandler Brayboy,Brayboy,,0,4000,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-86238,TE,Zack,Zack Kuntz,Kuntz,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,TE/FLEX
119110-120035,TE,Mark,Mark Redman,Redman,,0,4000,HOU@LAR,LAR,HOU,,,,,,TE/FLEX
119110-170208,WR,Kaden,Kaden Davis,Davis,0,1,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-169185,WR,Jamaal,Jamaal Pritchett,Pritchett,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,WR/FLEX
119110-170214,WR,Dennis,Dennis Houston,Houston,,0,4000,TB@ATL,TB,ATL,Q,Groin,,,,WR/FLEX
119110-63717,RB,Alec,Alec Ingold,Ingold,2.079999924,10,4000,MIA@IND,MIA,IND,,,,,,RB/FLEX
119110-130276,WR,Mason,Mason Kinsey,Kinsey,0.54000001,5,4000,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-90353,WR,Jesse,Jesse Matthews,Matthews,,0,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-110834,WR,Tahj,Tahj Washington,Washington,,0,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-12532,D,Detroit,Detroit Lions,Lions,6.611111111,18,4000,DET@GB,DET,GB,,,,,,DEF
119110-151799,WR,Jackson,Jackson Meeks,Meeks,,0,4000,DET@GB,DET,GB,,,,,,WR/FLEX
119110-61693,TE,Danny,Danny Pinter,Pinter,0,1,4000,MIA@IND,IND,MIA,,,,,,TE/FLEX
119110-71935,WR,Kendric,Kendric Pryor,Pryor,1.399999976,1,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-151811,WR,Ketron,Ketron Jackson Jr.,Jackson Jr.,,0,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-91401,WR,Ronnie,Ronnie Bell,Bell,0.64000001,5,4000,DET@GB,DET,GB,,,,,,WR/FLEX
119110-129291,WR,Tank,Tank Dell,Dell,8.392857143,14,4000,HOU@LAR,HOU,LAR,NA,Knee - acl + mcl,,,,WR/FLEX
119110-52495,WR,Braxton,Braxton Berrios,Berrios,0,6,4000,HOU@LAR,HOU,LAR,,,,,,WR/FLEX
119110-174355,WR,Jeremiah,Jeremiah Webb,Webb,,0,4000,LV@NE,NE,LV,,,,,,WR/FLEX
119110-110868,RB,Josh,Josh Williams,Williams,,0,4000,TB@ATL,TB,ATL,,,,,,RB/FLEX
119110-33047,WR,Chris,Chris Moore,Moore,3.819999949,15,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-129304,TE,John,John Copenhaver,Copenhaver,,0,4000,CAR@JAC,JAC,CAR,,,,,,TE/FLEX
119110-137507,TE,DJ,DJ Thomas-Jones,Thomas-Jones,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,TE/FLEX
119110-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,1.375,16,4000,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-91428,WR,Tarik,Tarik Black,Black,,0,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-92479,TE,David,David Martin-Robinson,Martin-Robinson,0.275000006,4,4000,TEN@DEN,TEN,DEN,,,,,,TE/FLEX
119110-156997,WR,Tru,Tru Edwards,Edwards,,0,4000,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-91467,TE,Jake,Jake Tonges,Tonges,0,1,4000,SF@SEA,SF,SEA,,,,,,TE/FLEX
119110-149832,TE,Shane,Shane Zylstra,Zylstra,1.350000024,2,4000,DET@GB,DET,GB,,,,,,TE/FLEX
119110-202060,TE,Pat,Pat Conroy,Conroy,,0,4000,LV@NE,LV,NE,,,,,,TE/FLEX
119110-55635,WR,Chris,Chris Godwin,Godwin,16.97142901,7,4000,TB@ATL,TB,ATL,NA,Ankle,,,,WR/FLEX
119110-159061,WR,Dorian,Dorian Singer,Singer,,0,4000,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-136538,WR,Kyle,Kyle Williams,Williams,,0,4000,LV@NE,NE,LV,Q,Undisclosed,,,,WR/FLEX
119110-90458,RB,Troy,Troy Hairston,Hairston,,0,4000,CIN@CLE,CLE,CIN,,,,,,RB/FLEX
119110-137567,TE,Jalin,Jalin Conyers,Conyers,,0,4000,MIA@IND,MIA,IND,IR,Leg,,,,TE/FLEX
119110-63839,TE,Tyler,Tyler Mabry,Mabry,0,1,4000,CAR@JAC,CAR,JAC,IR,Undisclosed,,,,TE/FLEX
119110-93540,RB,British,British Brooks,Brooks,0.200000003,1,4000,HOU@LAR,HOU,LAR,,,,,,RB/FLEX
119110-151914,TE,Moliki,Moliki Matavao,Matavao,,0,4000,ARI@NO,NO,ARI,,,,,,TE/FLEX
119110-63851,TE,Tyree,Tyree Jackson,Jackson,,0,4000,NYG@WAS,WAS,NYG,IR,Undisclosed,,,,TE/FLEX
119110-110954,RB,Jordan,Jordan Waters,Waters,,0,4000,HOU@LAR,LAR,HOU,,,,,,RB/FLEX
119110-63855,WR,K.J.,K.J. Osborn,Osborn,2.171428544,7,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-90483,TE,Bernhard,Bernhard Raimann,Raimann,0,1,4000,MIA@IND,IND,MIA,,,,,,TE/FLEX
119110-94579,RB,Emari,Emari Demercado,Demercado,3.592307751,13,4000,ARI@NO,ARI,NO,,,,,,RB/FLEX
119110-151920,TE,Jermaine,Jermaine Terry II,Terry II,,0,4000,NYG@WAS,NYG,WAS,,,,,,TE/FLEX
119110-89463,TE,Anthony,Anthony Torres,Torres,,0,4000,HOU@LAR,LAR,HOU,Q,Ankle,,,,TE/FLEX
119110-110978,RB,Evan,Evan Hull,Hull,1.200000048,1,4000,PIT@NYJ,PIT,NYJ,,,,,,RB/FLEX
119110-90501,WR,Julian,Julian Hicks,Hicks,,0,4000,DET@GB,GB,DET,,,,,,WR/FLEX
119110-114053,TE,Neal,Neal Johnson,Johnson,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,TE/FLEX
119110-88463,WR,Johnny,Johnny Johnson III,Johnson III,,0,4000,HOU@LAR,HOU,LAR,Q,Arm,,,,WR/FLEX
119110-183693,WR,Da'Quan,Da'Quan Felton,Felton,,0,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-154000,WR,Konata,Konata Mumpfield,Mumpfield,,0,4000,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-43416,WR,Trent,Trent Taylor,Taylor,1.600000024,1,4000,SF@SEA,SF,SEA,IR,Undisclosed,,,,WR/FLEX
119110-70043,TE,Cole,Cole Fotheringham,Fotheringham,1.100000024,1,4000,LV@NE,NE,LV,,,,,,TE/FLEX
119110-185753,WR,T.J.,T.J. Luther,Luther,,0,4000,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-92573,TE,Travis,Travis Vokolek,Vokolek,0,1,4000,ARI@NO,ARI,NO,,,,,,TE/FLEX
119110-114079,TE,Hayden,Hayden Rucci,Rucci,,0,4000,MIA@IND,MIA,IND,,,,,,TE/FLEX
119110-93600,WR,Bryce,Bryce Ford-Wheaton,Ford-Wheaton,0,1,4000,NYG@WAS,NYG,WAS,IR,Achilles,,,,WR/FLEX
119110-112037,WR,Casey,Casey Washington,Washington,0.949999988,2,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-103844,WR,Nick,Nick Nash,Nash,,0,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-60838,WR,Andre,Andre Baccellia,Baccellia,0,2,4000,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-112041,WR,Isaiah,Isaiah Williams,Williams,0.228571432,7,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-87469,TE,Jelani,Jelani Woods,Woods,,0,4000,MIA@IND,IND,MIA,,,,,,TE/FLEX
119110-111022,WR,Terique,Terique Owens,Owens,,0,4000,SF@SEA,SF,SEA,,,,,,WR/FLEX
119110-133558,WR,Luke,Luke Floriea,Floriea,,0,4000,CIN@CLE,CLE,CIN,Q,Hamstring,,,,WR/FLEX
119110-91578,RB,Zamir,Zamir White,White,2.922222137,9,4000,LV@NE,LV,NE,,,,,,RB/FLEX
119110-117178,RB,Jacory,Jacory Croskey-Merritt,Croskey-Merritt,,0,4000,NYG@WAS,WAS,NYG,,,,,,RB/FLEX
119110-129466,TE,Gee,Gee Scott Jr.,Scott Jr.,,0,4000,LV@NE,NE,LV,,,,,,TE/FLEX
119110-133564,TE,Marshall,Marshall Lang,Lang,,0,4000,SF@SEA,SEA,SF,,,,,,TE/FLEX
119110-92606,WR,Bo,Bo Melton,Melton,1.584615414,13,4000,DET@GB,GB,DET,,,,,,WR/FLEX
119110-152007,WR,Jaylin,Jaylin Noel,Noel,,0,4000,HOU@LAR,HOU,LAR,,,,,,WR/FLEX
119110-206276,WR,Jaden,Jaden Smith,Smith,,0,4000,TB@ATL,TB,ATL,,,,,,WR/FLEX
119110-26057,RB,Michael,Michael Burton,Burton,2.20909084,11,4000,TEN@DEN,DEN,TEN,Q,Hamstring,,,,RB/FLEX
119110-136649,WR,Sam,Sam Brown Jr.,Brown Jr.,,0,4000,DET@GB,GB,DET,Q,Ankle,,,,WR/FLEX
119110-173518,WR,Qadir,Qadir Ismail,Ismail,,0,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-54746,TE,Tyler,Tyler Ott,Ott,0,1,4000,NYG@WAS,WAS,NYG,,,,,,TE/FLEX
119110-155096,WR,Quincy,Quincy Skinner Jr.,Skinner Jr.,,0,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-91612,WR,Matt,Matt Landers,Landers,,0,4000,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-133599,RB,Emani,Emani Bailey,Bailey,,0,4000,CAR@JAC,CAR,JAC,,,,,,RB/FLEX
119110-134627,RB,Lawrance,Lawrance Toafili,Toafili,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,RB/FLEX
119110-185827,RB,Jacob,Jacob Saylors,Saylors,,0,4000,DET@GB,DET,GB,,,,,,RB/FLEX
119110-91618,TE,John,John FitzPatrick,FitzPatrick,0.699999988,1,4000,DET@GB,GB,DET,,,,,,TE/FLEX
119110-102882,WR,Anthony,Anthony Gould,Gould,0.349999994,8,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-14820,RB,Nick,Nick Bellore,Bellore,0,1,4000,NYG@WAS,WAS,NYG,,,,,,RB/FLEX
119110-112101,WR,Jared,Jared Wayne,Wayne,0,1,4000,HOU@LAR,HOU,LAR,,,,,,WR/FLEX
119110-72182,WR,Dee,Dee Eskridge,Eskridge,0.983333349,6,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-138746,WR,Javon,Javon Baker,Baker,0.283333341,6,4000,LV@NE,NE,LV,,,,,,WR/FLEX
119110-156152,WR,Tejhaun,Tejhaun Palmer,Palmer,,0,4000,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-114180,WR,David,David Bell,Bell,4.199999809,1,4000,CIN@CLE,CLE,CIN,O,Hip,,,,WR/FLEX
119110-113160,WR,Jakobie,Jakobie Keeney-James,Keeney-James,,0,4000,DET@GB,DET,GB,,,,,,WR/FLEX
119110-89613,WR,Simi,Simi Fehoko,Fehoko,2.720000076,5,4000,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-114189,WR,TJ,TJ Sheffield,Sheffield,,0,4000,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-201230,RB,Dylan,Dylan Laube,Laube,-0.333333333,6,4000,LV@NE,LV,NE,,,,,,RB/FLEX
119110-86543,WR,Erik,Erik Ezukanma,Ezukanma,0,1,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-154124,TE,Mitchell,Mitchell Evans,Evans,,0,4000,CAR@JAC,CAR,JAC,,,,,,TE/FLEX
119110-102928,RB,Eric,Eric Gray,Gray,0.878571442,14,4000,NYG@WAS,NYG,WAS,NA,Undisclosed,,,,RB/FLEX
119110-62994,WR,Steven,Steven Sims,Sims,0.033333334,12,4000,SF@SEA,SEA,SF,Q,Hamstring,,,,WR/FLEX
119110-138774,RB,Woody,Woody Marks,Marks,,0,4000,HOU@LAR,HOU,LAR,,,,,,RB/FLEX
119110-170518,WR,Darius,Darius Lassiter,Lassiter,,0,4000,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-185878,RB,Elijah,Elijah Dotson,Dotson,0.966666698,3,4000,TB@ATL,ATL,TB,,,,,,RB/FLEX
119110-128535,TE,Maximilian,Maximilian Mang,Mang,,0,4000,MIA@IND,IND,MIA,,,,,,TE/FLEX
119110-89627,WR,Brycen,Brycen Tremayne,Tremayne,0.300000012,1,4000,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-160287,RB,Amar,Amar Johnson,Johnson,,0,4000,DET@GB,GB,DET,,,,,,RB/FLEX
119110-73247,RB,Kene,Kene Nwangwu,Nwangwu,6,1,4000,PIT@NYJ,NYJ,PIT,,,,,,RB/FLEX
119110-138786,WR,Malik,Malik Heath,Heath,4.450000127,6,4000,DET@GB,GB,DET,,,,,,WR/FLEX
119110-226851,RB,Rushawn,Rushawn Baker,Baker,,0,4000,NYG@WAS,NYG,WAS,Q,Knee,,,,RB/FLEX
119110-185889,TE,Tanner,Tanner Taula,Taula,,0,4000,TB@ATL,TB,ATL,,,,,,TE/FLEX
119110-226856,TE,JJ,JJ Galbreath,Galbreath,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,TE/FLEX
119110-152111,WR,Mario,Mario Williams,Williams,,0,4000,HOU@LAR,LAR,HOU,Q,Undisclosed,,,,WR/FLEX
119110-201260,WR,Mason,Mason Tipton,Tipton,1.877777735,9,4000,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-226867,WR,Blayne,Blayne Taylor,Taylor,,0,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-114224,WR,Kyrese,Kyrese Rowan,Rowan,,0,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-226866,WR,Joaquin,Joaquin Davis,Davis,,0,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-60981,TE,Charlie,Charlie Heck,Heck,,0,4000,TB@ATL,TB,ATL,,,,,,TE/FLEX
119110-114231,RB,George,George Holani,Holani,0.699999988,2,4000,SF@SEA,SEA,SF,,,,,,RB/FLEX
119110-226869,WR,Tyler,Tyler Kahmann,Kahmann,,0,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-173626,TE,Nate,Nate Adkins,Adkins,2.807692308,13,4000,TEN@DEN,DEN,TEN,O,Ankle,,,,TE/FLEX
119110-226875,WR,Ja'seem,Ja'seem Reed,Reed,,0,4000,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-173631,RB,Dante,Dante Miller,Miller,,0,4000,NYG@WAS,NYG,WAS,,,,,,RB/FLEX
119110-226878,TE,Carter,Carter Runyon,Runyon,,0,4000,LV@NE,LV,NE,,,,,,TE/FLEX
119110-152128,WR,Dominic,Dominic Lovett,Lovett,,0,4000,DET@GB,DET,GB,,,,,,WR/FLEX
119110-87621,WR,A.T.,A.T. Perry,Perry,6.066666497,9,4000,TEN@DEN,DEN,TEN,,,,,,WR/FLEX
119110-71241,WR,Brandon,Brandon Johnson,Johnson,1.399999976,1,4000,PIT@NYJ,PIT,NYJ,Q,Foot,,,,WR/FLEX
119110-104012,WR,Ashton,Ashton Dulin,Dulin,1.51666673,12,4000,MIA@IND,IND,MIA,,,,,,WR/FLEX
119110-114252,WR,Xavier,Xavier Weaver,Weaver,0,3,4000,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-71246,WR,Marquez,Marquez Callaway,Callaway,,0,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-104019,TE,Matt,Matt Orzech,Orzech,0,2,4000,DET@GB,GB,DET,,,,,,TE/FLEX
119110-86612,TE,Brayden,Brayden Willis,Willis,0,2,4000,SF@SEA,SF,SEA,,,,,,TE/FLEX
119110-152148,TE,Gunnar,Gunnar Helm,Helm,,0,4000,TEN@DEN,TEN,DEN,,,,,,TE/FLEX
119110-18009,TE,Chris,Chris Manhertz,Manhertz,1.75,6,4000,NYG@WAS,NYG,WAS,,,,,,TE/FLEX
119110-27229,RB,Ameer,Ameer Abdullah,Abdullah,7.728571211,14,4000,SF@SEA,SF,SEA,Q,Ribs,,,,RB/FLEX
119110-152159,WR,Bryson,Bryson Green,Green,,0,4000,ARI@NO,ARI,NO,,,,,,WR/FLEX
119110-138854,WR,Ke'Shawn,Ke'Shawn Williams,Williams,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,WR/FLEX
119110-87657,WR,Seth,Seth Williams,Williams,,0,4000,LV@NE,LV,NE,Q,Undisclosed,,,,WR/FLEX
119110-129641,WR,Will,Will Sheppard,Sheppard,,0,4000,DET@GB,GB,DET,,,,,,WR/FLEX
119110-66155,TE,Michael,Michael Jacobson,Jacobson,,0,4000,ARI@NO,NO,ARI,,,,,,TE/FLEX
119110-129643,RB,D.K.,D.K. Kaufman,Kaufman,,0,4000,SF@SEA,SEA,SF,,,,,,RB/FLEX
119110-131694,TE,Luke,Luke Lachey,Lachey,,0,4000,HOU@LAR,HOU,LAR,,,,,,TE/FLEX
119110-206447,RB,Max,Max Hurleman,Hurleman,,0,4000,PIT@NYJ,PIT,NYJ,,,,,,RB/FLEX
119110-95854,WR,Montrell,Montrell Washington,Washington,0,2,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-128624,WR,Tez,Tez Johnson,Johnson,,0,4000,TB@ATL,TB,ATL,,,,,,WR/FLEX
119110-87668,WR,Shedrick,Shedrick Jackson,Jackson,0,2,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-86646,RB,Trey,Trey Sermon,Sermon,2.862499952,16,4000,PIT@NYJ,PIT,NYJ,,,,,,RB/FLEX
119110-201342,RB,Chris,Chris Collier,Collier,0.216666659,6,4000,LV@NE,LV,NE,,,,,,RB/FLEX
119110-135812,WR,Quentin,Quentin Skinner,Skinner,,0,4000,PIT@NYJ,NYJ,PIT,,,,,,WR/FLEX
119110-70282,WR,Demetric,Demetric Felton,Felton,,0,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-87690,TE,Sal,Sal Cannella,Cannella,,0,4000,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
119110-167561,WR,Juice,Juice Wells Jr.,Wells Jr.,,0,4000,NYG@WAS,NYG,WAS,,,,,,WR/FLEX
119110-86671,WR,Drake,Drake Stoops,Stoops,,0,4000,HOU@LAR,LAR,HOU,IR,Suspension,,,,WR/FLEX
119110-94864,RB,Jashaun,Jashaun Corbin,Corbin,1.399999976,2,4000,TB@ATL,ATL,TB,,,,,,RB/FLEX
119110-64147,WR,Britain,Britain Covey,Covey,1.380000019,5,4000,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-93845,WR,Tay,Tay Martin,Martin,11.39999962,1,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-136857,RB,Ja'Quinden,Ja'Quinden Jackson,Jackson,,0,4000,CAR@JAC,JAC,CAR,,,,,,RB/FLEX
119110-136860,WR,Moochie,Moochie Dixon,Dixon,,0,4000,ARI@NO,NO,ARI,,,,,,WR/FLEX
119110-137889,WR,Brennan,Brennan Presley,Presley,,0,4000,HOU@LAR,LAR,HOU,,,,,,WR/FLEX
119110-86692,TE,Thomas,Thomas Odukoya,Odukoya,,0,4000,TEN@DEN,TEN,DEN,,,,,,TE/FLEX
119110-94887,RB,Tyler,Tyler Badie,Badie,2.174999952,4,4000,TEN@DEN,DEN,TEN,,,,,,RB/FLEX
119110-167588,WR,Jacoby,Jacoby Jones,Jones,,0,4000,NYG@WAS,WAS,NYG,,,,,,WR/FLEX
119110-137893,WR,Rashod,Rashod Owens,Owens,,0,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-128681,TE,Caden,Caden Prieskorn,Prieskorn,,0,4000,TEN@DEN,DEN,TEN,,,,,,TE/FLEX
119110-94888,TE,Messiah,Messiah Swinson,Swinson,,0,4000,DET@GB,GB,DET,,,,,,TE/FLEX
119110-114344,TE,Brent,Brent Matiscik,Matiscik,,0,4000,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
119110-103083,WR,Theo,Theo Wease Jr.,Wease Jr.,,0,4000,MIA@IND,MIA,IND,,,,,,WR/FLEX
119110-152232,WR,Jordan,Jordan Moore,Moore,,0,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-88752,WR,Charlie,Charlie Jones,Jones,0.714285714,7,4000,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
119110-110259,WR,Treylon,Treylon Burks,Burks,1.1,5,4000,TEN@DEN,TEN,DEN,IR,Collarbone,,,,WR/FLEX
119110-72370,RB,J.J.,J.J. Taylor,Taylor,1.800000032,3,4000,HOU@LAR,HOU,LAR,,,,,,RB/FLEX
119110-52916,WR,Russell,Russell Gage Jr.,Gage Jr.,,0,4000,SF@SEA,SF,SEA,Q,Knee - mcl,,,,WR/FLEX
119110-104117,TE,Joshua,Joshua Simon,Simon,,0,4000,TB@ATL,ATL,TB,,,,,,TE/FLEX
119110-69302,TE,Feleipe,Feleipe Franks,Franks,0.425000012,4,4000,TB@ATL,ATL,TB,,,,,,TE/FLEX
119110-134837,WR,Tory,Tory Horton,Horton,,0,4000,SF@SEA,SEA,SF,Q,Ankle,,,,WR/FLEX
119110-61112,TE,Josiah,Josiah Deguara,Deguara,0.966666698,3,4000,ARI@NO,ARI,NO,,,,,,TE/FLEX
119110-128697,WR,Kobe,Kobe Hudson,Hudson,,0,4000,CAR@JAC,CAR,JAC,,,,,,WR/FLEX
119110-135866,WR,Montana,Montana Lemonious-Craig,Lemonious-Craig,,0,4000,PIT@NYJ,PIT,NYJ,Q,Lower body,,,,WR/FLEX
119110-111300,RB,Jacardia,Jacardia Wright,Wright,,0,4000,SF@SEA,SEA,SF,,,,,,RB/FLEX
119110-193226,TE,Mason,Mason Pline,Pline,,0,4000,ARI@NO,NO,ARI,IR,Upper body,,,,TE/FLEX
119110-160463,TE,Tanner,Tanner McLachlan,McLachlan,,0,4000,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
119110-114382,WR,Cade,Cade McDonald,McDonald,,0,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-63186,WR,James,James Proche II,Proche II,0.17777778,9,4000,TEN@DEN,TEN,DEN,,,,,,WR/FLEX
119110-92882,TE,Connor,Connor Heyward,Heyward,1.857142857,7,4000,PIT@NYJ,PIT,NYJ,,,,,,TE/FLEX
119110-110290,WR,Winston,Winston Wright Jr.,Wright Jr.,,0,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
119110-86747,WR,Dylan,Dylan Drummond,Drummond,,0,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-92890,WR,Cody,Cody White,White,2.700000048,2,4000,SF@SEA,SEA,SF,,,,,,WR/FLEX
119110-111325,RB,Ulysses,Ulysses Bentley IV,Bentley IV,,0,4000,MIA@IND,IND,MIA,,,,,,RB/FLEX
119110-147168,WR,Chris,Chris Blair,Blair,1.100000024,2,4000,TB@ATL,ATL,TB,,,,,,WR/FLEX
119110-104165,RB,Lew,Lew Nichols,Nichols,0,1,4000,PIT@NYJ,PIT,NYJ,,,,,,RB/FLEX
119110-86762,TE,Jack,Jack Westover,Westover,0,1,4000,LV@NE,NE,LV,,,,,,TE/FLEX
119110-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,2.833333333,3,4000,ARI@NO,NO,ARI,,,,,,RB/FLEX
119110-137966,WR,A.J.,A.J. Henning,Henning,,0,4000,MIA@IND,MIA,IND,Q,Undisclosed,,,,WR/FLEX
119110-61172,TE,Tyler,Tyler Davis,Davis,,0,4000,LV@NE,NE,LV,,,,,,TE/FLEX
119110-131835,WR,Efton,Efton Chism III,Chism III,,0,4000,LV@NE,NE,LV,Q,Foot,,,,WR/FLEX
119110-152315,WR,J.J.,J.J. Jones,Jones,,0,4000,CAR@JAC,JAC,CAR,,,,,,WR/FLEX
119110-208634,WR,Tommy,Tommy Mellott,Mellott,,0,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-128765,RB,Nathan,Nathan Carter,Carter,,0,4000,TB@ATL,ATL,TB,,,,,,RB/FLEX
119110-86780,RB,Salvon,Salvon Ahmed,Ahmed,4.985714504,7,4000,MIA@IND,IND,MIA,IR,Ankle,,,,RB/FLEX
119110-91902,WR,Kyle,Kyle Philips,Philips,0,1,4000,LV@NE,LV,NE,,,,,,WR/FLEX
119110-139005,WR,Chris,Chris Tyree,Tyree,,0,4000,ARI@NO,NO,ARI,Q,Undisclosed,,,,WR/FLEX
119110-137990,TE,Tip,Tip Reiman,Reiman,1.116666635,6,4000,ARI@NO,ARI,NO,,,,,,TE/FLEX
119110-156426,RB,Brock,Brock Lampe,Lampe,,0,4000,LV@NE,NE,LV,IR,Undisclosed,,,,RB/FLEX
119110-91912,WR,Chase,Chase Cota,Cota,,0,4000,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
